title,duration,genre,rating,description,stars,votes
Red Rose,45,"Drama, Horror, Thriller",6.4,"Set over a long hot summer following high school, the teens friendships are infiltrated by the Red Rose app, which blooms on their smartphones, threatening them with dangerous consequences...                See full summary »","Amelia Clarkson, Natalie Blair, Ellis Howard, Ali Khan",761
King Arthur: Legend of the Sword,126,"Action, Adventure, Drama",6.7,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.","Guy Ritchie, | ,     Stars:, Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou","216,416"
The Impossible,114,"Adventure, Drama, History",7.5,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,"J.A. Bayona, | ,     Stars:, Naomi Watts, Ewan McGregor, Tom Holland, Oaklee Pendergast","223,356"
Vinland Saga,24,"Animation, Action, Adventure",8.8,Thorfinn pursues a journey with his fathers killer in order to take revenge and end his life in a duel as an honorable warrior and pay his father a homage.,"Zach Aguilar, William Christopher Stephens, Keith Silverstein, Kira Buckland","36,550"
Spider-Man: Far from Home,129,"Action, Adventure, Sci-Fi",7.4,"Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.","Jon Watts, | ,     Stars:, Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei","482,390"
The Ballad of Buster Scruggs,133,"Comedy, Drama, Musical",7.3,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","Ethan Coen, Joel Coen, | ,     Stars:, Tim Blake Nelson, Willie Watson, Clancy Brown, Danny McCarthy","146,391"
Madam Secretary,45,"Drama, Thriller",7.7,A political drama which looks into the life of the Secretary of State as she tries to balance work with family.,"Téa Leoni, Tim Daly, Erich Bergen, Zeljko Ivanek","23,203"
Willy Wonka & the Chocolate Factory,100,"Family, Fantasy, Musical",7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonkas mysterious chocolate factory.,"Mel Stuart, | ,     Stars:, Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear","200,703"
Full House,22,"Comedy, Drama, Family",6.7,A widowed broadcaster raises his three daughters with assistance from his rocknroll brother-in-law and his madcap best friend.,"Bob Saget, John Stamos, Dave Coulier, Candace Cameron Bure","58,833"
Sweet Magnolias,,"Drama, Romance",7.3,"Three South Carolina women, best friends since high school, shepherd one another through the complexities of romance, career, and family.","Carson Rowland, JoAnna Garcia Swisher, Brooke Elliott, Heather Headley","18,682"
True Story,260,"Crime, Drama, Thriller",7.4,A tour stop in Kids hometown of Philadelphia becomes a matter of life and death for one of the worlds most famous comedians.,"Kevin Hart, Wesley Snipes, William Catlett, Paul Adelstein","18,325"
La jefa,109,Drama,4.7,"When a fashion employee thinks she will have to end her promising career after getting pregnant, her boss offers to adopt the child.","Fran Torres, | ,     Stars:, Aitana Sánchez-Gijón, Cumelen Sanz, Younes Bachir, Pedro Casablanc","1,028"
The Vault,118,"Action, Adventure, Thriller",6.4,Follows a genius engineering graduate who is interested in the Bank of Spains safe.,"Jaume Balagueró, | ,     Stars:, Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham","25,121"
Pieces of a Woman,126,Drama,7,"When a young mothers home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.","Kornél Mundruczó, | ,     Stars:, Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Iliza Shlesinger","49,524"
Nashville,43,"Drama, Music, Romance",7.7,"Follows the lives and tragedies of rising and fading country music stars in Nashville, Tennessee.","Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson","25,744"
Footloose,107,"Drama, Music, Romance",6.6,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","Herbert Ross, | ,     Stars:, Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest","80,905"
Geralds Game,103,"Drama, Horror, Thriller",6.5,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.","Mike Flanagan, | ,     Stars:, Carla Gugino, Bruce Greenwood, Chiara Aurelia, Carel Struycken","108,970"
Charlies Angels,118,"Action, Adventure, Comedy",4.9,"When a young systems engineer blows the whistle on a dangerous technology, Charlies Angels are called into action, putting their lives on the line to protect us all.","Elizabeth Banks, | ,     Stars:, Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks","73,202"
The Curse of Bridge Hollow,89,"Adventure, Comedy, Family",,"A teenage girl, who accidentally releases an ancient and mischievous spirit on Halloween which causes decorations to come alive and wreak havoc, must team up with the last person shed want to in order to save their town - her father.","Jeff Wadlow, | ,     Stars:, Lauren Lapkus, Priah Ferguson, Marlon Wayans, Nia Vardalos",
Sense8,60,"Drama, Mystery, Sci-Fi",8.2,"A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the worlds order.","Bae Doona, Jamie Clayton, Tina Desai, Tuppence Middleton","153,913"
Travelers,45,"Drama, Mystery, Sci-Fi",8,"Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.","Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Abrahamson","56,239"
The Lost Daughter,121,Drama,6.7,A womans beach vacation takes a dark turn when she begins to confront the troubles of her past.,"Maggie Gyllenhaal, | ,     Stars:, Olivia Colman, Jessie Buckley, Dakota Johnson, Ed Harris","62,800"
Miraculous: Tales of Ladybug & Cat Noir,20,"Animation, Action, Adventure",7.6,"Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.","Cristina Valenzuela, Bryce Papenbrook, Keith Silverstein, Mela Lee","11,332"
Texas Chainsaw Massacre,81,"Crime, Horror, Thriller",4.8,"After 48 years of hiding, Leatherface returns to terrorize a group of idealistic young friends who accidentally disrupt his carefully shielded world in a remote Texas town.","David Blue Garcia, | ,     Stars:, Sarah Yarkin, Elsie Fisher, Mark Burnham, Jacob Latimore","50,801"
Senior Year,111,Comedy,5.5,"A cheerleading stunt gone wrong landed her in a 20-year coma. Now shes 37, newly awake and ready to live out her high school dream: becoming prom queen.","Alex Hardcastle, | ,     Stars:, Rebel Wilson, Angourie Rice, Mary Holland, Molly Brown","36,521"
"Bastard!! Heavy Metal, Dark Fantasy",25,"Animation, Action, Adventure",6.6,"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.","Kishô Taniyama, Tomori Kusunoki, Kyle McCarley, Erin Yvette","1,364"
Castlevania,23,"Animation, Action, Adventure",8.3,A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,"Richard Armitage, James Callis, Alejandra Reynoso, Theo James","64,403"
Matilda,117,"Comedy, Drama, Family",,"An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharpd and a vivid imagination, dares to take a stand to change her story with miraculous results.","Matthew Warchus, | ,     Stars:, Emma Thompson, Lashana Lynch, Andrea Riseborough, Stephen Graham",
Step Brothers,98,Comedy,6.9,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,"Adam McKay, | ,     Stars:, Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins","294,349"
Castle Rock,60,"Drama, Fantasy, Horror",7.5,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.","Bill Skarsgård, André Holland, Lizzy Caplan, Melanie Lynskey","45,696"
Rebel Moon,,"Adventure, Drama, Fantasy",,A young woman seeks out warriors from other planets to fight the tyrannical armies terrorizing her peaceful colony.,"Zack Snyder, | ,     Stars:, Sofia Boutella, Charlie Hunnam, Jena Malone, Ed Skrein",
The Harder They Fall,139,"Action, Drama, Western",6.5,"When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.","Jeymes Samuel, | ,     Stars:, Jonathan Majors, Zazie Beetz, RJ Cyler, Edi Gathegi","61,698"
The OA,60,"Drama, Fantasy, Mystery",7.8,"Having gone missing seven years ago, the previously blind Prairie returns home, now in her twenties with her sight restored. While many believe she is a miracle, others worry that she could be dangerous.","Brit Marling, Jason Isaacs, Scott Wilson, Alice Krige","104,258"
Below Her Mouth,94,"Drama, Romance",5.5,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,"April Mullen, | ,     Stars:, Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen","12,539"
Fear Street: Part One - 1994,107,"Drama, Horror, Mystery",6.2,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,"Leigh Janiak, | ,     Stars:, Kiana Madeira, Olivia Scott Welch, Benjamin Flores Jr., Julia Rehwald","79,648"
Birdman or (The Unexpected Virtue of Ignorance),119,"Comedy, Drama",7.7,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.","Alejandro G. Iñárritu, | ,     Stars:, Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough","626,026"
Beauty and the Beast,84,"Animation, Family, Fantasy",8,A prince cursed to spend his days as a hideous monster sets out to regain his humanity by earning a young womans love.,"Gary Trousdale, Kirk Wise, | ,     Stars:Paige OHara, Robby Benson, Jesse Corti, Rex Everhart","452,086"
Moonlight,111,Drama,7.4,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.","Barry Jenkins, | ,     Stars:, Mahershala Ali, Naomie Harris, Trevante Rhodes, Alex R. Hibbert","305,932"
Dirilis: Ertugrul,120,"Action, Adventure, Drama",7.9,"The heroic story of Ertugrul Ghazi, the father of Osman (Uthman) who founded the Ottoman Empire.","Engin Altan Düzyatan, Hülya Darcan, Cengiz Coskun, Nurettin Sönmez","36,678"
National Lampoons Animal House,109,Comedy,7.4,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.","John Landis, | ,     Stars:, John Belushi, Karen Allen, Tom Hulce, Stephen Furst","121,253"
Crash Landing on You,70,"Adventure, Comedy, Romance",8.7,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun","28,088"
Archive 81,60,"Drama, Horror, Mystery",7.3,An archivist hired to restore a collection of tapes finds himself reconstructing the work of a filmmaker and her investigation into a dangerous cult.,"Mamoudou Athie, Dina Shihabi, Evan Jonigkeit, Julia Chan","48,309"
Trailer Park Boys,30,"Comedy, Crime",8.6,Three petty felons have a documentary made about their life in a trailer park.,"John Paul Tremblay, Robb Wells, Mike Smith, John Dunsworth","43,638"
Misfits,60,"Comedy, Drama, Fantasy",8.2,"A group of young offenders doing community service get struck by lightning during a storm, and begin to develop superpowers.","Nathan Stewart-Jarrett, Joe Gilgun, Iwan Rheon, Lauren Socha","101,181"
Ratched,60,"Crime, Drama, History",7.2,"In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.","Sarah Paulson, Finn Wittrock, Cynthia Nixon, Judy Davis","55,875"
GLOW,35,"Comedy, Drama, Sport",8,A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,"Alison Brie, Marc Maron, Betty Gilpin, Britt Baron","46,464"
Skyggen i mit øje,107,"Drama, History, War",7.3,The fates of several Copenhagen residents collide when a WWII bombing mission accidentally targets a school full of children.,"Ole Bornedal, | ,     Stars:, Caspar Phillipson, Alex Høgh Andersen, Danica Curcic, Fanny Bornedal","10,999"
